Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Jednostka miary;"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"dochody podatkowe - podatek od działalności gospodarczej osób fizycznych, opłacany w formie karty podatkowej";"";"zł";;;266327,55;233262,76;226322,67;224280,28;91775,26;82886,02;60264,78;60296,93;68534,44;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"dochody podatkowe - ustalone i pobierane na podstawie odrębnych ustaw";"";"zł";25178290,63;26381702,46;28572040,77;28434254,26;30502255,63;31000874,66;32192497,73;32404720,15;34246040,78;34861657,07;36176374,15;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"udziały w podatkach stanowiących dochody budżetu państwa razem";"";"zł";40170341,45;48441239,16;48343000,11;50762080,81;55067567,14;57508026,47;61155183,45;67958793,97;76651762,23;81924151,67;84670162,76;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"udziały w podatkach stanowiących dochody budżetu państwa podatek dochodowy od osób fizycznych";"";"zł";38190868,00;46508995,00;46771041,00;48469459,00;52437657,00;55215681,00;58524307,00;65115278,00;72690002,00;78540399,00;80520192,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"udziały w podatkach stanowiących dochody budżetu państwa podatek dochodowy od osób prawnych";"";"zł";1979473,45;1932244,16;1571959,11;2292621,81;2629910,14;2292345,47;2630876,45;2843515,97;3961760,23;3383752,67;4149970,76;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"wpływy z opłaty skarbowej";"";"zł";972330,09;958844,45;879571,85;928152,14;928811,77;621795,33;628799,81;640284,58;685182,99;691091,09;606892,53;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"wpływy z usług";"";"zł";7633228,15;8415140,89;8444248,22;8704593,51;8311449,79;8372379,78;7706586,81;8132517,57;8463421,94;9076526,88;7812051,66;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"wpływy z opłaty targowej";"";"zł";;;375533,00;383848,00;312941,00;272451,00;314482,00;296949,00;260693,00;219535,00;109932,10;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"wpływy z innych lokalnych opłat pobieranych przez jednostki samorządu terytorialnego na podstawie odrębnych ustaw";"";"zł";2157018,72;1699242,56;1054259,23;3073720,02;4992570,55;5982080,22;5695504,69;7218435,91;7372451,42;9179343,76;10437721,96;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"dochody z majątku";"";"zł";2464764,36;1835774,61;4506560,36;3982809,94;11061750,58;5738606,37;5764037,93;12374931,74;8637269,48;6046162,68;6865498,26;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"dochody z majątku - dochody z najmu i dzierżawy składników majątkowych JST oraz innych umów o podobnym charakterze";"";"zł";1069373,82;1174530,10;1285374,70;1019665,91;958341,06;814390,78;974540,37;862696,63;854149,95;919312,94;936244,33;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"pozostałe dochody - środki na dofinansowanie własnych zadań pozyskane z innych źródeł - razem";"";"zł";3382,57;5406,78;263331,05;21000,00;56500,00;4440,00;0,00;0,00;460882,75;0,00;11213124,72;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"pozostałe dochody - środki na dofinansowanie własnych zadań pozyskane z innych źródeł - inwestycyjne";"";"zł";0,00;0,00;0,00;21000,00;56500,00;4440,00;0,00;0,00;460882,75;0,00;11213124,72;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"razem";"";"zł";88211745,93;98777761,94;101704939,22;110763142,49;124681279,99;120953687,90;148299477,98;156519040,21;154232466,85;183645287,56;192332597,71;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - podatek rolny";"";"zł";69519,17;76298,26;150825,30;153256,94;145121,17;127098,14;107352,08;108014,75;103423,11;114100,34;120649,63;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - podatek leśny";"";"zł";321,87;307,00;464,00;426,00;388,00;537,00;477,40;441,54;517,73;472,73;490,60;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - podatek od nieruchomości";"";"zł";21066104,75;21852410,16;24463559,68;24290410,06;25868558,88;26702492,43;27706306,66;27680799,01;28775396,83;28857494,05;29831331,34;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - podatek od środków transportowych";"";"zł";1465571,42;1475249,64;1495506,12;1533532,61;1585720,02;1671218,22;1757086,76;1801822,21;1832438,72;1852916,52;1954081,43;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - podatek od spadków i darowizn";"";"zł";;;;;;;;;;193622,91;530432,42;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - podatek od czynności cywilnoprawnych";"";"zł";2000402,95;2250175,90;1928568,26;1821260,54;2176571,25;2028590,78;2267067,26;2464428,51;2960551,74;3782753,59;3670854,29;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - podatek od działalności gospodarczej osób fizycznych, opłacany w formie karty podatkowej";"";"zł";;;266327,55;233262,76;226322,67;224280,28;91775,26;82886,02;60264,78;60296,93;68534,44;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - ustalone i pobierane na podstawie odrębnych ustaw";"";"zł";25178290,63;26381702,46;28572040,77;28434254,26;30502255,63;31000874,66;32192497,73;32404720,15;34246040,78;34861657,07;36176374,15;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"udziały w podatkach stanowiących dochody budżetu państwa razem";"";"zł";40170341,45;48441239,16;48343000,11;50762080,81;55067567,14;57508026,47;61155183,45;67958793,97;76651762,23;81924151,67;84670162,76;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"udziały w podatkach stanowiących dochody budżetu państwa podatek dochodowy od osób fizycznych";"";"zł";38190868,00;46508995,00;46771041,00;48469459,00;52437657,00;55215681,00;58524307,00;65115278,00;72690002,00;78540399,00;80520192,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"udziały w podatkach stanowiących dochody budżetu państwa podatek dochodowy od osób prawnych";"";"zł";1979473,45;1932244,16;1571959,11;2292621,81;2629910,14;2292345,47;2630876,45;2843515,97;3961760,23;3383752,67;4149970,76;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"wpływy z opłaty skarbowej";"";"zł";972330,09;958844,45;879571,85;928152,14;928811,77;621795,33;628799,81;640284,58;685182,99;691091,09;606892,53;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"wpływy z usług";"";"zł";7633228,15;8415140,89;8444248,22;8704593,51;8311449,79;8372379,78;7706586,81;8132517,57;8463421,94;9076526,88;7812051,66;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"wpływy z opłaty targowej";"";"zł";;;375533,00;383848,00;312941,00;272451,00;314482,00;296949,00;260693,00;219535,00;109932,10;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"wpływy z innych lokalnych opłat pobieranych przez jednostki samorządu terytorialnego na podstawie odrębnych ustaw";"";"zł";2157018,72;1699242,56;1054259,23;3073720,02;4992570,55;5982080,22;5695504,69;7218435,91;7372451,42;9179343,76;10437721,96;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody z majątku";"";"zł";2464764,36;1835774,61;4506560,36;3982809,94;11061750,58;5738606,37;5764037,93;12374931,74;8637269,48;6046162,68;6865498,26;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody z majątku - dochody z najmu i dzierżawy składników majątkowych JST oraz innych umów o podobnym charakterze";"";"zł";1069373,82;1174530,10;1285374,70;1019665,91;958341,06;814390,78;974540,37;862696,63;854149,95;919312,94;936244,33;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"pozostałe dochody - środki na dofinansowanie własnych zadań pozyskane z innych źródeł - razem";"";"zł";3382,57;5406,78;263331,05;21000,00;56500,00;4440,00;0,00;0,00;460882,75;0,00;11213124,72;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"pozostałe dochody - środki na dofinansowanie własnych zadań pozyskane z innych źródeł - inwestycyjne";"";"zł";0,00;0,00;0,00;21000,00;56500,00;4440,00;0,00;0,00;460882,75;0,00;11213124,72;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje ogółem (celowe + dotacje §§ 200, 620 + dotacje §§ 205, 625)";"ogółem";"zł";66506031,99;85848362,17;40738205,92;57604828,89;87590062,16;43633692,57;74749500,60;93992817,05;126002789,30;120172002,27;139979091,53;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje ogółem (celowe + dotacje §§ 200, 620 + dotacje §§ 205, 625)";"inwestycyjne";"zł";35541682,51;55529003,28;7961972,66;20392830,12;48831829,83;6446376,75;5948093,54;10339702,71;35142585,75;13271695,09;22671142,66;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe";"ogółem";"zł";39743384,99;39385622,97;30467315,73;33585254,35;42238270,21;37654536,17;73161436,89;86432776,55;87942731,84;97574978,64;115192568,10;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe";"inwestycyjne";"zł";10179992,89;10404464,27;-8850,77;93018,14;5682024,68;1663798,50;5948093,54;6454648,28;5050377,20;2318235,27;4096294,90;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa";"ogółem";"zł";31244289,76;30448622,41;29565432,97;32061258,09;35405956,46;35867566,46;71854645,91;84549807,04;87292877,84;97436484,62;115090904,12;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa";"inwestycyjne";"zł";2507233,95;2331614,46;15000,00;17472,27;240874,88;0,00;4832301,54;4911468,28;4550377,20;2318235,27;4087294,90;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania z zakresu administracji rządowej";"ogółem";"zł";22027631,03;22263946,82;22073574,03;22535744,49;23614695,34;24289587,91;55948553,56;69775827,03;72263165,65;84855453,01;100871207,38;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania z zakresu administracji rządowej";"inwestycyjne";"zł";3553,95;646569,46;15000,00;0,00;4352,40;0,00;555877,67;1599547,63;713990,00;368235,27;655994,90;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania własne";"ogółem";"zł";9067758,73;8184675,59;7489858,94;9474802,81;11791261,12;11571978,55;15648721,02;14679228,94;14898637,84;12431013,65;14102828,54;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania własne";"inwestycyjne";"zł";2503680,00;1685045,00;0,00;0,00;236522,48;0,00;4276423,87;3311920,65;3836387,20;1950000,00;3431300,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania realizowane na podstawie porozumień z organami administracji rządowej";"ogółem";"zł";148900,00;0,00;2000,00;50710,79;0,00;6000,00;257371,33;94751,07;131074,35;150017,96;116868,20;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania realizowane na podstawie porozumień z organami administracji rządowej";"inwestycyjne";"zł";0,00;0,00;0,00;17472,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje otrzymane z funduszy celowych";"ogółem";"zł";204878,14;3075042,25;113986,87;314047,09;1694522,28;1353681,09;1115792,00;1598231,66;500000,00;0,00;9000,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje otrzymane z funduszy celowych";"inwestycyjne";"zł";56578,61;3005395,31;82935,21;75545,87;1694522,28;1353681,09;1115792,00;1543180,00;500000,00;0,00;9000,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe na zadania realizowane na podst. porozumień między jednostkami samorządu terytorialnego";"ogółem";"zł";8294217,09;5831958,31;787895,89;1209949,17;5137791,47;433288,62;190998,98;284737,85;149854,00;138494,02;82663,98;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe na zadania realizowane na podst. porozumień między jednostkami samorządu terytorialnego";"inwestycyjne";"zł";7616180,33;5067454,50;-106785,98;0,00;3746627,52;310117,41;0,00;0,00;0,00;0,00;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z tytułu pomocy finansowej udzielanej między jst na dofinansowanie własnych zadań";"ogółem";"zł";38000,00;30000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje §§ 200, 620";"ogółem";"zł";26762647,00;46462739,20;10270890,19;24019574,54;45351791,95;5979156,40;1283603,21;574909,85;656442,83;909469,03;536760,22;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje §§ 200, 620";"inwestycyjne";"zł";25361689,62;45124539,01;7970823,43;20299811,98;43149805,15;4782578,25;0,00;0,00;0,00;0,00;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje §§ 205, 625";"ogółem";"zł";;;;;;0,00;304460,50;6985130,65;37403614,63;21687554,60;24249763,21;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje §§ 205, 625";"inwestycyjne";"zł";;;;;;0,00;0,00;3885054,43;30092208,55;10953459,82;18574847,76;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje ogółem (celowe + dotacje §§ 200, 620 + dotacje §§ 205, 625)";"ogółem";"zł";66506031,99;85848362,17;40738205,92;57604828,89;87590062,16;43633692,57;74749500,60;93992817,05;126002789,30;120172002,27;139979091,53;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje ogółem (celowe + dotacje §§ 200, 620 + dotacje §§ 205, 625)";"inwestycyjne";"zł";35541682,51;55529003,28;7961972,66;20392830,12;48831829,83;6446376,75;5948093,54;10339702,71;35142585,75;13271695,09;22671142,66;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe";"ogółem";"zł";39743384,99;39385622,97;30467315,73;33585254,35;42238270,21;37654536,17;73161436,89;86432776,55;87942731,84;97574978,64;115192568,10;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe";"inwestycyjne";"zł";10179992,89;10404464,27;-8850,77;93018,14;5682024,68;1663798,50;5948093,54;6454648,28;5050377,20;2318235,27;4096294,90;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa";"ogółem";"zł";31244289,76;30448622,41;29565432,97;32061258,09;35405956,46;35867566,46;71854645,91;84549807,04;87292877,84;97436484,62;115090904,12;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa";"inwestycyjne";"zł";2507233,95;2331614,46;15000,00;17472,27;240874,88;0,00;4832301,54;4911468,28;4550377,20;2318235,27;4087294,90;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa na zadania z zakresu administracji rządowej";"ogółem";"zł";22027631,03;22263946,82;22073574,03;22535744,49;23614695,34;24289587,91;55948553,56;69775827,03;72263165,65;84855453,01;100871207,38;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa na zadania z zakresu administracji rządowej";"inwestycyjne";"zł";3553,95;646569,46;15000,00;0,00;4352,40;0,00;555877,67;1599547,63;713990,00;368235,27;655994,90;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa na zadania własne";"ogółem";"zł";9067758,73;8184675,59;7489858,94;9474802,81;11791261,12;11571978,55;15648721,02;14679228,94;14898637,84;12431013,65;14102828,54;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa na zadania własne";"inwestycyjne";"zł";2503680,00;1685045,00;0,00;0,00;236522,48;0,00;4276423,87;3311920,65;3836387,20;1950000,00;3431300,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa na zadania realizowane na podstawie porozumień z organami administracji rządowej";"ogółem";"zł";148900,00;0,00;2000,00;50710,79;0,00;6000,00;257371,33;94751,07;131074,35;150017,96;116868,20;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa na zadania realizowane na podstawie porozumień z organami administracji rządowej";"inwestycyjne";"zł";0,00;0,00;0,00;17472,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;
