Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Jednostka miary;"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"pozostałe dochody - środki na dofinansowanie własnych zadań pozyskane z innych źródeł - razem";"";"zł";306728,67;233130,45;64459,80;341377,28;104178,36;171937,24;117411,00;0,00;0,00;0,00;2619300,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"pozostałe dochody - środki na dofinansowanie własnych zadań pozyskane z innych źródeł - inwestycyjne";"";"zł";197434,50;182772,44;0,00;190000,00;0,00;0,00;0,00;0,00;0,00;0,00;2619300,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"razem";"";"zł";45976891,90;47349856,23;49785159,06;52579375,35;58239618,15;64694713,77;63379933,91;69721567,70;79464986,11;90036991,95;98013835,56;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"dochody podatkowe - podatek rolny";"";"zł";61014,22;64769,87;125637,07;132582,68;123164,85;110433,41;95187,48;93260,25;92318,29;97101,12;105224,63;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"dochody podatkowe - podatek leśny";"";"zł";12837,38;15231,71;17225,65;17866,80;16717,95;19058,23;27477,04;27023,79;27498,81;26775,86;29806,76;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"dochody podatkowe - podatek od nieruchomości";"";"zł";13504212,83;14215578,35;14836497,99;15740737,24;16413056,03;16792890,06;17285480,22;17269748,69;17119534,31;18169040,38;18801863,30;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"dochody podatkowe - podatek od środków transportowych";"";"zł";1223180,45;1469285,14;1569717,30;1715010,41;1763344,71;1807347,84;1288945,72;1319467,02;1449039,51;1416694,94;1405552,12;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"dochody podatkowe - podatek od spadków i darowizn";"";"zł";;;;;;;;;;338771,68;237052,12;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"dochody podatkowe - podatek od czynności cywilnoprawnych";"";"zł";1593214,14;1034191,41;1116510,95;943086,48;1287791,28;1778545,71;1826339,54;1643010,01;1952540,41;1955891,73;2469449,31;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"dochody podatkowe - podatek od działalności gospodarczej osób fizycznych, opłacany w formie karty podatkowej";"";"zł";;;35938,35;46399,37;39000,33;43180,30;45102,80;34211,58;35698,83;28822,87;34474,52;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"dochody podatkowe - ustalone i pobierane na podstawie odrębnych ustaw";"";"zł";16533104,38;17004213,65;17902595,46;18734131,94;19814292,90;20617467,09;20885896,83;20512900,07;20776470,35;22033098,58;23083422,76;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"udziały w podatkach stanowiących dochody budżetu państwa razem";"";"zł";16886984,97;19601809,80;21338821,89;21168604,00;23244879,36;25020441,34;26417901,26;30456042,04;35097830,91;43438906,20;41895288,51;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"udziały w podatkach stanowiących dochody budżetu państwa podatek dochodowy od osób fizycznych";"";"zł";16171367,00;18711050,00;20025034,00;20095446,00;22081250,00;24127634,00;25103177,00;29026973,00;31848850,00;37195039,00;36062340,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"udziały w podatkach stanowiących dochody budżetu państwa podatek dochodowy od osób prawnych";"";"zł";715617,97;890759,80;1313787,89;1073158,00;1163629,36;892807,34;1314724,26;1429069,04;3248980,91;6243867,20;5832948,51;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"wpływy z opłaty skarbowej";"";"zł";553498,90;527408,48;460627,91;499015,93;507931,43;387316,62;386668,03;379502,76;383534,78;417430,65;396702,05;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"wpływy z usług";"";"zł";1345297,58;1437090,39;1259989,80;1172079,34;976888,14;1061986,38;960631,00;1189876,56;1242812,55;1308284,63;828671,76;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"wpływy z opłaty targowej";"";"zł";;;33129,00;37442,00;30429,00;28689,00;31841,00;20915,00;18735,00;12220,00;4464,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"wpływy z innych lokalnych opłat pobieranych przez jednostki samorządu terytorialnego na podstawie odrębnych ustaw";"";"zł";452497,93;441430,30;570149,93;1882449,88;3246039,56;3173345,13;3096785,68;3671311,92;3808419,97;5049908,67;8421154,98;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"dochody z majątku";"";"zł";7729486,75;5861812,07;5819926,80;5976743,10;6578450,59;9016913,60;6169302,65;9333481,95;12798887,23;7866373,22;8638149,83;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"dochody z majątku - dochody z najmu i dzierżawy składników majątkowych JST oraz innych umów o podobnym charakterze";"";"zł";4185079,99;4400548,91;4308629,98;4340240,85;5062703,42;5237290,99;5496688,76;5804712,40;4800694,79;4916572,07;4763591,38;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"pozostałe dochody - środki na dofinansowanie własnych zadań pozyskane z innych źródeł - razem";"";"zł";306728,67;233130,45;64459,80;341377,28;104178,36;171937,24;117411,00;0,00;0,00;0,00;2619300,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy bez miast na prawach powiatu";"pozostałe dochody - środki na dofinansowanie własnych zadań pozyskane z innych źródeł - inwestycyjne";"";"zł";197434,50;182772,44;0,00;190000,00;0,00;0,00;0,00;0,00;0,00;0,00;2619300,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje ogółem (celowe + dotacje §§ 200, 620 + dotacje §§ 205, 625)";"ogółem";"zł";20162282,87;19513353,76;13797306,52;13848725,86;14949344,29;16029347,91;35419853,61;38895325,25;42656519,67;49930061,89;60096396,09;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje ogółem (celowe + dotacje §§ 200, 620 + dotacje §§ 205, 625)";"inwestycyjne";"zł";6707991,33;6803684,43;628514,71;786498,19;734900,60;1872138,00;4086858,56;2247311,00;5252225,20;4869862,72;6740063,94;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe";"ogółem";"zł";11573440,83;13156363,76;12664069,81;13203626,65;14051451,92;15943451,90;32542842,08;36627975,83;37398464,27;45747712,02;55695789,41;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe";"inwestycyjne";"zł";0,00;1216508,67;381367,85;743824,00;0,00;1872138,00;1352911,60;15000,00;0,00;831668,85;2543300,24;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa";"ogółem";"zł";10874112,08;12266323,91;12137547,57;12640586,23;13739181,34;15534002,25;30886317,47;36274621,65;37060270,33;45209064,87;55215867,79;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa";"inwestycyjne";"zł";0,00;883508,67;376367,85;643824,00;0,00;1772138,00;27911,60;15000,00;0,00;757708,00;2501200,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania z zakresu administracji rządowej";"ogółem";"zł";9281604,99;9753292,06;9792094,78;9755395,51;10203309,55;10526685,75;27661496,21;33403377,92;34347559,59;41480165,44;49753258,58;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania z zakresu administracji rządowej";"inwestycyjne";"zł";0,00;0,00;0,00;0,00;0,00;0,00;27911,60;15000,00;0,00;0,00;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania własne";"ogółem";"zł";1592507,09;2503031,85;2291559,60;2885190,72;3535871,79;5007316,50;3224821,26;2871243,73;2712710,74;3705500,43;5462609,21;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania własne";"inwestycyjne";"zł";0,00;883508,67;376367,85;643824,00;0,00;1772138,00;0,00;0,00;0,00;734309,00;2501200,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania realizowane na podstawie porozumień z organami administracji rządowej";"ogółem";"zł";0,00;10000,00;53893,19;0,00;0,00;0,00;0,00;0,00;0,00;23399,00;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania realizowane na podstawie porozumień z organami administracji rządowej";"inwestycyjne";"zł";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23399,00;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje otrzymane z funduszy celowych";"ogółem";"zł";211000,00;60145,74;0,00;34041,10;0,00;0,00;813578,40;31531,00;79193,95;22320,76;21487,60;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje otrzymane z funduszy celowych";"inwestycyjne";"zł";0,00;0,00;0,00;0,00;0,00;0,00;800000,00;0,00;0,00;0,00;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe na zadania realizowane na podst. porozumień między jednostkami samorządu terytorialnego";"ogółem";"zł";488328,75;488894,11;498222,24;414999,32;293270,58;287449,65;298946,21;302823,18;239999,99;346643,54;401029,83;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z tytułu pomocy finansowej udzielanej między jst na dofinansowanie własnych zadań";"ogółem";"zł";0,00;341000,00;28300,00;114000,00;19000,00;122000,00;544000,00;19000,00;19000,00;169682,85;57404,19;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje §§ 200, 620";"ogółem";"zł";8588842,04;6356990,00;1133236,71;645099,21;897892,37;85896,01;2788327,76;2232311,00;5252225,20;0,00;4196763,70;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje §§ 200, 620";"inwestycyjne";"zł";6707991,33;5587175,76;247146,86;42674,19;734900,60;0,00;2733946,96;2232311,00;5252225,20;0,00;4196763,70;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje §§ 205, 625";"ogółem";"zł";;;;;;0,00;88683,77;35038,42;5830,20;4182349,87;203842,98;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje §§ 205, 625";"inwestycyjne";"zł";;;;;;0,00;0,00;0,00;0,00;4038193,87;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje ogółem (celowe + dotacje §§ 200, 620 + dotacje §§ 205, 625)";"ogółem";"zł";20162282,87;19513353,76;13797306,52;13848725,86;14949344,29;16029347,91;35419853,61;38895325,25;42656519,67;49930061,89;60096396,09;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje ogółem (celowe + dotacje §§ 200, 620 + dotacje §§ 205, 625)";"inwestycyjne";"zł";6707991,33;6803684,43;628514,71;786498,19;734900,60;1872138,00;4086858,56;2247311,00;5252225,20;4869862,72;6740063,94;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje celowe";"ogółem";"zł";11573440,83;13156363,76;12664069,81;13203626,65;14051451,92;15943451,90;32542842,08;36627975,83;37398464,27;45747712,02;55695789,41;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje celowe";"inwestycyjne";"zł";0,00;1216508,67;381367,85;743824,00;0,00;1872138,00;1352911,60;15000,00;0,00;831668,85;2543300,24;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje celowe z budżetu państwa";"ogółem";"zł";10874112,08;12266323,91;12137547,57;12640586,23;13739181,34;15534002,25;30886317,47;36274621,65;37060270,33;45209064,87;55215867,79;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje celowe z budżetu państwa";"inwestycyjne";"zł";0,00;883508,67;376367,85;643824,00;0,00;1772138,00;27911,60;15000,00;0,00;757708,00;2501200,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje celowe z budżetu państwa na zadania z zakresu administracji rządowej";"ogółem";"zł";9281604,99;9753292,06;9792094,78;9755395,51;10203309,55;10526685,75;27661496,21;33403377,92;34347559,59;41480165,44;49753258,58;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje celowe z budżetu państwa na zadania z zakresu administracji rządowej";"inwestycyjne";"zł";0,00;0,00;0,00;0,00;0,00;0,00;27911,60;15000,00;0,00;0,00;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje celowe z budżetu państwa na zadania własne";"ogółem";"zł";1592507,09;2503031,85;2291559,60;2885190,72;3535871,79;5007316,50;3224821,26;2871243,73;2712710,74;3705500,43;5462609,21;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje celowe z budżetu państwa na zadania własne";"inwestycyjne";"zł";0,00;883508,67;376367,85;643824,00;0,00;1772138,00;0,00;0,00;0,00;734309,00;2501200,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje celowe z budżetu państwa na zadania realizowane na podstawie porozumień z organami administracji rządowej";"ogółem";"zł";0,00;10000,00;53893,19;0,00;0,00;0,00;0,00;0,00;0,00;23399,00;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje celowe z budżetu państwa na zadania realizowane na podstawie porozumień z organami administracji rządowej";"inwestycyjne";"zł";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23399,00;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje otrzymane z funduszy celowych";"ogółem";"zł";211000,00;60145,74;0,00;34041,10;0,00;0,00;813578,40;31531,00;79193,95;22320,76;21487,60;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje otrzymane z funduszy celowych";"inwestycyjne";"zł";0,00;0,00;0,00;0,00;0,00;0,00;800000,00;0,00;0,00;0,00;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje celowe na zadania realizowane na podst. porozumień między jednostkami samorządu terytorialnego";"ogółem";"zł";488328,75;488894,11;498222,24;414999,32;293270,58;287449,65;298946,21;302823,18;239999,99;346643,54;401029,83;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje celowe z tytułu pomocy finansowej udzielanej między jst na dofinansowanie własnych zadań";"ogółem";"zł";0,00;341000,00;28300,00;114000,00;19000,00;122000,00;544000,00;19000,00;19000,00;169682,85;57404,19;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje §§ 200, 620";"ogółem";"zł";8588842,04;6356990,00;1133236,71;645099,21;897892,37;85896,01;2788327,76;2232311,00;5252225,20;0,00;4196763,70;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje §§ 200, 620";"inwestycyjne";"zł";6707991,33;5587175,76;247146,86;42674,19;734900,60;0,00;2733946,96;2232311,00;5252225,20;0,00;4196763,70;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje §§ 205, 625";"ogółem";"zł";;;;;;0,00;88683,77;35038,42;5830,20;4182349,87;203842,98;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy bez miast na prawach powiatu";"dotacje §§ 205, 625";"inwestycyjne";"zł";;;;;;0,00;0,00;0,00;0,00;4038193,87;0,00;;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"ogółem";"";"zł";80193313,87;86978838,07;77411597,45;82487221,42;85573650,66;94707530,78;112650244,85;131055466,84;145070921,03;155052944,08;170722872,95;;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 010 - Rolnictwo i łowiectwo";"";"zł";39328,66;39073,33;87468,96;99521,24;232835,92;23201,88;27497,86;28378,77;25871,80;107360,10;114077,57;;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 150 - Przetwórstwo przemysłowe";"";"zł";0,00;0,00;6430,09;0,00;4124,67;10725,60;0,00;0,00;0,00;0,00;0,00;;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 600 - Transport i łączność";"";"zł";9985946,64;11981221,64;3300115,71;7523272,29;6004165,95;8849814,47;8318289,24;11589338,07;14781106,52;14790847,51;17754672,86;;
